Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Car_Age,Engine_to_Power,KM_per_Year,Mileage
2016,10000,Diesel,Automatic,First,2755.0,171.5,7.0,9,15.971014492753623,1000.0,11.36
2011,50215,Petrol,Manual,First,998.0,67.1,5.0,14,14.654919236417035,3347.6666666666665,18.9
2009,9999,Petrol,Manual,First,796.0,37.0,4.0,16,20.94736842105263,588.1764705882352,16.1
2008,110000,Petrol,Manual,Second,1799.0,130.0,5.0,17,13.732824427480915,6111.111111111111,13.5
2013,81000,Diesel,Manual,First,936.0,57.6,5.0,12,15.972696245733788,6230.7692307692305,25.44
2016,11000,Diesel,Manual,First,2498.0,105.0,6.0,9,23.566037735849058,1100.0,16.55
2017,59000,Petrol,Manual,First,1193.0,88.7,5.0,8,13.299888517279822,6555.555555555556,17.57
2015,8300,Petrol,Manual,First,814.0,55.2,5.0,10,14.483985765124554,754.5454545454545,21.1
2016,40000,Diesel,Automatic,First,2696.0,184.0,7.0,9,14.572972972972973,4000.0,11.18
2016,83500,Diesel,Manual,First,1582.0,126.2,5.0,9,12.437106918238994,8350.0,19.67
2017,22000,Diesel,Manual,First,1248.0,74.0,5.0,8,16.64,2444.4444444444443,22.95
2013,39000,Petrol,Manual,First,1399.0,98.82,7.0,12,14.015227409336807,3000.0,13.7
2013,90000,Diesel,Automatic,First,1968.0,138.1,5.0,12,14.148094895758447,6923.076923076923,17.2
2012,134487,Diesel,Manual,First,1396.0,88.8,5.0,13,15.545657015590201,9606.214285714286,21.9
2014,65000,Diesel,Automatic,First,1968.0,174.33,5.0,11,11.224547995209033,5416.666666666667,15.73
2015,48000,Diesel,Manual,First,2179.0,120.0,7.0,10,18.00826446280992,4363.636363636364,15.4
2011,60000,Diesel,Automatic,First,1995.0,170.0,5.0,14,11.666666666666666,4000.0,13.2
2015,23742,Petrol,Automatic,First,1991.0,360.0,5.0,10,5.515235457063712,2158.3636363636365,15.04
2010,60268,Petrol,Manual,First,1497.0,118.0,5.0,15,12.579831932773109,3766.75,17.0
2016,70746,Diesel,Manual,First,1248.0,88.5,5.0,9,13.94413407821229,7074.6,24.3
2014,61000,Petrol,Automatic,First,2494.0,178.4,5.0,11,13.901895206243031,5083.333333333333,12.98
2007,102000,Diesel,Manual,First,1248.0,75.0,5.0,18,16.42105263157895,5368.421052631579,17.8
2016,25000,Petrol,Automatic,Second,1797.0,147.4,5.0,9,12.109164420485175,2500.0,14.5
2013,64000,Diesel,Manual,First,1461.0,83.8,5.0,12,17.22877358490566,4923.076923076923,20.46
2010,78265,Diesel,Automatic,First,2967.0,236.0,5.0,15,12.518987341772151,4891.5625,12.19
2006,76560,Petrol,Manual,Third,1298.0,85.0,5.0,19,15.093023255813954,3828.0,15.9
2017,10000,Diesel,Manual,First,1956.0,170.0,5.0,8,11.43859649122807,1111.111111111111,17.1
2010,52000,Petrol,Automatic,First,1497.0,118.0,5.0,15,12.579831932773109,3250.0,16.8
2018,45000,Diesel,Manual,First,1248.0,74.0,5.0,7,16.64,5625.0,22.95
2018,29562,Petrol,Manual,First,1197.0,83.1,5.0,7,14.23305588585018,3695.25,21.4
2014,32000,Diesel,Manual,First,1248.0,74.0,5.0,11,16.64,2666.6666666666665,26.59
2016,22003,Petrol,Manual,First,1199.0,74.0,5.0,9,15.986666666666666,2200.3,16.2
2017,2890,Petrol,Manual,First,1998.0,192.0,5.0,8,10.352331606217616,321.1111111111111,13.8
2015,52000,Diesel,Automatic,First,2477.0,175.56,7.0,10,14.029225192569099,4727.272727272727,13.5
2008,100000,Petrol,Manual,Second,1497.0,78.0,5.0,17,18.949367088607595,5555.555555555556,17.7
2013,60000,Petrol,Manual,Second,814.0,55.2,5.0,12,14.483985765124554,4615.384615384615,21.1
2010,6512,Petrol,Manual,First,995.0,63.0,5.0,15,15.546875,407.0,16.0
2008,39008,Petrol,Manual,First,796.0,46.3,5.0,17,16.82875264270613,2167.1111111111113,19.7
2003,136441,Petrol,Manual,First,1794.0,125.0,5.0,22,14.238095238095237,5932.217391304348,13.4
2012,36200,Petrol,Manual,First,1197.0,80.0,5.0,13,14.777777777777779,2585.714285714286,17.0
2015,32506,Diesel,Manual,First,1396.0,88.7,5.0,10,15.56298773690078,2955.090909090909,24.8
2016,67000,Petrol,Manual,First,1399.0,98.79,8.0,9,14.01944082573404,6700.0,13.7
2011,59800,Petrol,Manual,Second,1368.0,88.7,5.0,14,15.250836120401337,3986.6666666666665,14.6
2015,63008,Diesel,Manual,First,2179.0,140.0,7.0,10,15.453900709219859,5728.0,15.1
2018,57804,Diesel,Automatic,First,1248.0,88.5,5.0,7,13.94413407821229,7225.5,24.3
2012,37212,Petrol,Manual,First,1197.0,93.7,5.0,13,14.667842445620222,2658.0,18.3
2015,65000,Diesel,Manual,First,1582.0,126.2,5.0,10,12.437106918238994,5909.090909090909,19.67
2009,61259,Petrol,Manual,First,1086.0,62.1,5.0,16,17.210776545166404,3603.470588235294,17.92
2010,50000,Petrol,Automatic,Second,1396.0,100.0,5.0,15,13.821782178217822,3125.0,15.0
2006,183513,Diesel,Manual,Second,1991.0,112.2,5.0,19,17.58833922261484,9175.65,14.9
2015,66000,Diesel,Manual,First,2179.0,140.0,7.0,10,15.453900709219859,6000.0,16.0
2012,78979,Diesel,Automatic,First,1968.0,187.74,5.0,13,10.427042492317474,5641.357142857143,18.53
2016,30010,Petrol,Manual,First,1199.0,84.0,5.0,9,14.105882352941176,3001.0,23.84
2016,27508,Diesel,Automatic,First,2143.0,107.3,5.0,9,19.7876269621422,2750.8,20.0
2014,28000,Petrol,Automatic,First,1591.0,121.4,5.0,11,12.998366013071895,2333.3333333333335,17.1
2014,45000,Diesel,Automatic,First,2143.0,167.62,5.0,11,12.70904993476456,3750.0,19.27
2013,86107,Petrol,Automatic,First,2979.0,321.0,5.0,12,9.251552795031056,6623.615384615385,8.45
2015,49000,Diesel,Automatic,Second,2179.0,187.7,5.0,10,11.547429782723901,4454.545454545455,12.7
2018,32746,Petrol,Automatic,First,1591.0,121.3,5.0,7,13.008994276369583,4093.25,13.0
2013,42758,Petrol,Automatic,First,1197.0,103.2,5.0,12,11.487523992322457,3289.076923076923,16.93
2013,50000,Diesel,Automatic,First,1998.0,112.0,5.0,12,17.68141592920354,3846.153846153846,23.8
2016,90904,Diesel,Automatic,First,1984.0,181.0,5.0,9,10.901098901098901,9090.4,9.0
2012,52612,Diesel,Manual,First,1461.0,63.12,5.0,13,22.785402370555207,3758.0,23.08
2015,40000,Petrol,Manual,First,1198.0,86.7,5.0,10,13.660205245153934,3636.3636363636365,18.0
2012,80724,Petrol,Automatic,First,2494.0,178.4,5.0,13,13.901895206243031,5766.0,12.98
2009,62659,Petrol,Manual,First,796.0,46.3,5.0,16,16.82875264270613,3685.823529411765,19.7
2011,72734,Petrol,Automatic,Second,1798.0,177.46,5.0,14,10.075086854197018,4848.933333333333,14.67
2015,15000,Petrol,Manual,First,1373.0,91.1,7.0,10,14.90770901194354,1363.6363636363637,17.5
2014,65475,Diesel,Automatic,First,1968.0,147.51,5.0,11,13.2516328866743,5456.25,16.55
2012,71000,Diesel,Manual,First,1248.0,88.76,7.0,13,13.90374331550802,5071.428571428572,20.77
2016,16000,Diesel,Automatic,First,2143.0,167.62,5.0,9,12.70904993476456,1600.0,19.27
2011,72329,Petrol,Manual,First,1197.0,85.8,5.0,14,13.790322580645162,4821.933333333333,17.5
2016,49398,Diesel,Automatic,First,2143.0,136.0,5.0,9,15.642335766423358,4939.8,17.9
2016,44147,Petrol,Manual,First,1497.0,117.3,5.0,9,12.654268808114962,4414.7,17.8
2007,45000,Petrol,Manual,First,796.0,46.3,5.0,18,16.82875264270613,2368.4210526315787,19.7
2011,75000,Diesel,Manual,First,2982.0,171.0,7.0,14,17.337209302325583,5000.0,11.5
2017,22574,Diesel,Automatic,First,1995.0,190.0,5.0,8,10.44502617801047,2508.222222222222,21.76
2016,26642,Petrol,Manual,First,1197.0,81.86,5.0,9,14.44605358435916,2664.2,18.6
2013,81304,Diesel,Manual,First,1498.0,98.6,5.0,12,15.040160642570282,6254.153846153846,25.8
2013,46000,Diesel,Manual,First,1896.0,105.0,5.0,12,17.88679245283019,3538.4615384615386,15.0
2007,99000,Petrol,Manual,First,2987.0,210.0,5.0,18,14.156398104265403,5210.526315789473,13.0
2012,36317,Petrol,Manual,First,814.0,55.2,5.0,13,14.483985765124554,2594.0714285714284,21.1
2008,70000,Petrol,Manual,First,998.0,67.1,5.0,17,14.654919236417035,3888.8888888888887,18.2
2009,137711,Diesel,Manual,First,1493.0,110.0,5.0,16,13.45045045045045,8100.64705882353,16.8
2018,18980,Petrol,Automatic,First,1591.0,121.3,5.0,7,13.008994276369583,2372.5,17.0
2015,31293,Petrol,Manual,First,1197.0,81.83,5.0,10,14.451285766026801,2844.818181818182,18.6
2004,43000,Petrol,Manual,Second,1590.0,94.0,5.0,21,16.736842105263158,1954.5454545454545,15.4
2016,45000,Diesel,Manual,First,1498.0,98.6,5.0,9,15.040160642570282,4500.0,27.3
2012,53000,Diesel,Manual,First,1598.0,103.6,5.0,13,15.277246653919695,3785.714285714286,20.54
2011,30000,Petrol,Manual,First,1086.0,68.05,5.0,14,15.727733526430123,2000.0,19.81
2017,13000,Diesel,Manual,First,1956.0,170.0,5.0,8,11.43859649122807,1444.4444444444443,17.1
2013,62000,Diesel,Manual,First,1461.0,108.45,5.0,12,13.348560986751941,4769.2307692307695,19.01
2012,35161,Petrol,Manual,First,1298.0,85.8,5.0,13,14.953917050691246,2511.5,17.5
2006,75000,Petrol,Manual,First,796.0,46.3,5.0,19,16.82875264270613,3750.0,19.7
2016,53590,Petrol,Automatic,First,624.0,37.48,4.0,9,16.216216216216218,5359.0,21.9
2008,71467,Petrol,Manual,First,1086.0,68.05,5.0,17,15.727733526430123,3970.3888888888887,19.81
2011,66287,Petrol,Manual,First,796.0,46.3,5.0,14,16.82875264270613,4419.133333333333,19.7
2012,85000,Diesel,Manual,Second,1399.0,68.0,5.0,13,20.27536231884058,6071.428571428572,20.0
2012,147202,Diesel,Automatic,First,2993.0,241.6,7.0,13,12.337180544105523,10514.42857142857,11.8
2016,72566,Diesel,Manual,First,1498.0,98.6,5.0,9,15.040160642570282,7256.6,26.0
2015,190000,Diesel,Manual,First,1248.0,73.94,5.0,10,16.653322658126502,17272.727272727272,23.2
2017,25348,Petrol,Manual,First,1197.0,81.86,5.0,8,14.44605358435916,2816.4444444444443,18.9
2014,54000,Petrol,Automatic,First,1197.0,82.0,5.0,11,14.421686746987952,4500.0,18.9
2015,33000,Petrol,Manual,First,1197.0,81.83,5.0,10,14.451285766026801,3000.0,18.6
2011,58067,Diesel,Automatic,First,1995.0,177.0,5.0,14,11.207865168539326,3871.133333333333,18.48
2015,43020,Diesel,Automatic,First,2143.0,201.1,5.0,10,10.603661553686294,3910.909090909091,13.0
2014,27641,Diesel,Manual,First,2494.0,100.0,7.0,11,24.693069306930692,2303.4166666666665,12.99
2016,46372,Diesel,Manual,First,1248.0,74.0,5.0,9,16.64,4637.2,26.59
2016,27535,Petrol,Manual,First,998.0,67.1,5.0,9,14.654919236417035,2753.5,24.07
2016,55615,Diesel,Automatic,First,1995.0,190.0,5.0,9,10.44502617801047,5561.5,22.48
2017,19000,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,2111.1111111111113,24.3
2010,47000,Petrol,Manual,First,1599.0,103.2,5.0,15,15.345489443378119,2937.5,16.2
2015,60595,Petrol,Manual,First,1497.0,117.3,5.0,10,12.654268808114962,5508.636363636364,17.4
2013,170000,Diesel,Manual,First,1248.0,74.0,5.0,12,16.64,13076.923076923076,22.3
2017,14301,Diesel,Manual,First,1396.0,88.73,5.0,8,15.557784464504625,1589.0,21.19
2015,42741,Diesel,Automatic,Second,1968.0,174.33,5.0,10,11.224547995209033,3885.5454545454545,17.68
2015,31000,Diesel,Automatic,Second,2993.0,258.0,5.0,10,11.555984555984557,2818.181818181818,15.97
2017,11000,Petrol,Manual,First,1591.0,121.3,5.0,8,13.008994276369583,1222.2222222222222,15.29
2018,3800,Diesel,Automatic,First,1248.0,88.5,5.0,7,13.94413407821229,475.0,24.3
2009,44702,Petrol,Manual,First,1388.0,68.0,5.0,16,20.115942028985508,2629.529411764706,16.6
2017,14300,Diesel,Automatic,First,1248.0,73.75,5.0,8,16.695652173913043,1588.888888888889,28.4
2018,31542,Petrol,Manual,First,1497.0,117.3,5.0,7,12.654268808114962,3942.75,17.4
2015,31717,Petrol,Automatic,First,998.0,67.04,5.0,10,14.667842445620222,2883.3636363636365,23.1
2011,99120,Diesel,Manual,First,1991.0,147.9,7.0,14,13.371390194761585,6608.0,11.5
2016,36000,Petrol,Manual,First,1198.0,67.0,5.0,9,17.61764705882353,3600.0,19.83
2010,40000,Petrol,Manual,First,1798.0,157.8,5.0,15,11.32241813602015,2500.0,13.1
2014,41000,Petrol,Manual,First,1086.0,62.0,5.0,11,17.238095238095237,3416.6666666666665,0.0
2007,160000,Diesel,Manual,Second,1461.0,65.0,5.0,18,22.136363636363637,8421.052631578947,19.2
2016,41413,Diesel,Manual,First,1047.0,69.0,5.0,9,14.957142857142857,4141.3,27.28
2011,67500,Petrol,Automatic,Second,1598.0,103.6,5.0,14,15.277246653919695,4500.0,14.4
2014,30315,Petrol,Manual,First,1197.0,81.83,5.0,11,14.451285766026801,2526.25,18.6
2017,39015,Petrol,Manual,First,1497.0,121.36,5.0,8,12.234390323635175,4335.0,17.0
2018,6000,Petrol,Manual,First,1368.0,160.0,5.0,7,8.496894409937887,750.0,16.0
2014,21143,Diesel,Automatic,First,1968.0,147.51,5.0,11,13.2516328866743,1761.9166666666667,16.55
2013,42203,Petrol,Manual,First,1591.0,121.3,5.0,12,13.008994276369583,3246.3846153846152,17.1
2017,21380,Diesel,Manual,First,1248.0,88.5,5.0,8,13.94413407821229,2375.5555555555557,24.3
2018,23955,Petrol,Manual,First,1197.0,81.86,5.0,7,14.44605358435916,2994.375,18.6
2013,38568,Diesel,Manual,First,1498.0,98.6,5.0,12,15.040160642570282,2966.769230769231,25.8
2011,64000,Diesel,Automatic,First,1968.0,147.51,5.0,14,13.2516328866743,4266.666666666667,16.55
2014,57000,Petrol,Automatic,First,1198.0,86.7,5.0,11,13.660205245153934,4750.0,15.5
2017,44556,Diesel,Manual,First,1498.0,98.6,5.0,8,15.040160642570282,4950.666666666667,27.3
2012,80000,Diesel,Automatic,First,2993.0,218.0,5.0,13,13.666666666666666,5714.285714285715,16.73
2015,39000,Petrol,Manual,First,1197.0,82.0,5.0,10,14.421686746987952,3545.4545454545455,18.9
2015,70000,Diesel,Manual,First,1461.0,83.8,5.0,10,17.22877358490566,6363.636363636364,19.87
2009,45463,Petrol,Manual,First,1399.0,92.7,5.0,16,14.930629669156882,2674.294117647059,14.49
2015,44776,Petrol,Manual,First,1198.0,86.7,5.0,10,13.660205245153934,4070.5454545454545,18.0
2016,18242,Petrol,Automatic,First,1197.0,82.0,5.0,9,14.421686746987952,1824.2,18.9
2015,21190,Petrol,Manual,First,814.0,55.2,5.0,10,14.483985765124554,1926.3636363636363,21.1
2011,89411,Diesel,Manual,First,1598.0,103.6,5.0,14,15.277246653919695,5960.733333333334,20.54
2015,59000,Petrol,Automatic,First,1197.0,103.6,5.0,10,11.443594646271512,5363.636363636364,17.21
2012,28000,Diesel,Manual,First,1461.0,63.1,5.0,13,22.792511700468022,2000.0,23.08
2013,52262,Petrol,Automatic,Third,1197.0,103.6,5.0,12,11.443594646271512,4020.153846153846,17.2
2014,72443,Diesel,Automatic,First,2148.0,170.0,5.0,11,12.56140350877193,6036.916666666667,10.0
